transaction_id,customer_id,transaction_date,product_category,quantity,unit_price,channel,is_churned,total_amount
TXN_00001450,CUST_00438,2025-11-11,Green Tea,2,67.84,Funan Mall Outlet,0,135.68
TXN_00001451,CUST_00731,2025-08-12,Floral Blend,2,51.22,Funan Mall Outlet,0,102.44
TXN_00001452,CUST_00859,2025-07-28,Premium Pu-erh,1,87.82,Funan Mall Outlet,0,87.82
TXN_00001453,CUST_00955,2025-01-08,Green Tea,1,93.34,Online Store,0,93.34
TXN_00001454,CUST_00698,2025-01-18,Premium Pu-erh,4,12.14,Funan Mall Outlet,0,48.56
TXN_00001455,CUST_00288,2023-12-19,Floral Blend,4,14.64,Online Store,0,58.56
TXN_00001456,CUST_00914,2025-09-13,Premium Pu-erh,1,96.29,Funan Mall Outlet,0,96.29
TXN_00001457,CUST_00539,2025-08-21,Black Tea,2,34.94,Funan Mall Outlet,0,69.88
TXN_00001458,CUST_00890,2024-06-19,Floral Blend,2,88.6,Online Store,0,177.2
TXN_00001459,CUST_00691,2024-09-02,Premium Pu-erh,3,44.99,Online Store,0,134.97
TXN_00001460,CUST_00252,2024-03-26,Oolong Tea,4,20.72,Online Store,0,82.88
TXN_00001461,CUST_00125,2025-04-13,Premium Pu-erh,4,17.24,Funan Mall Outlet,0,68.96
TXN_00001462,CUST_00176,2025-07-01,Black Tea,4,24.09,Online Store,0,96.36
TXN_00001463,CUST_00036,2025-07-24,Green Tea,3,32.49,Funan Mall Outlet,0,97.47
TXN_00001464,CUST_00409,2024-05-17,Green Tea,3,53.97,Online Store,1,161.91
TXN_00001465,CUST_00610,2025-08-03,Green Tea,2,73.13,Online Store,0,146.26
TXN_00001466,CUST_00609,2025-06-01,Oolong Tea,1,98.78,Funan Mall Outlet,1,98.78
TXN_00001467,CUST_00126,2023-12-25,Black Tea,1,49.74,Funan Mall Outlet,0,49.74
TXN_00001468,CUST_00482,2024-06-14,Floral Blend,1,56.64,Funan Mall Outlet,0,56.64
TXN_00001469,CUST_00167,2024-02-01,Green Tea,2,56.96,Online Store,0,113.92
TXN_00001470,CUST_00591,2025-04-01,Black Tea,1,58.55,Online Store,0,58.55
TXN_00001471,CUST_00293,2025-05-13,Premium Pu-erh,3,56.6,Online Store,0,169.8
TXN_00001472,CUST_00844,2025-12-10,Oolong Tea,3,10.79,Online Store,0,32.37
TXN_00001473,CUST_00637,2024-12-15,Black Tea,4,10.16,Online Store,0,40.64
TXN_00001474,CUST_00342,2025-07-25,Black Tea,1,18.79,Funan Mall Outlet,0,18.79
TXN_00001475,CUST_00309,2025-02-19,Floral Blend,3,19.14,Online Store,0,57.42
TXN_00001476,CUST_00661,2025-05-30,Black Tea,4,73.44,Online Store,0,293.76
TXN_00001477,CUST_00527,2024-02-02,Floral Blend,1,28.44,Online Store,0,28.44
TXN_00001478,CUST_00539,2025-08-22,Oolong Tea,1,90.52,Online Store,0,90.52
TXN_00001479,CUST_00418,2025-12-07,Oolong Tea,3,93.57,Funan Mall Outlet,0,280.71
TXN_00001480,CUST_00443,2024-01-27,Premium Pu-erh,4,97.83,Online Store,1,391.32
TXN_00001481,CUST_00684,2025-03-03,Floral Blend,4,94.52,Online Store,0,378.08
TXN_00001482,CUST_00557,2025-05-06,Floral Blend,3,34.47,Online Store,0,103.41
TXN_00001483,CUST_00839,2023-12-18,Green Tea,3,55.88,Funan Mall Outlet,1,167.64000000000001
TXN_00001484,CUST_00235,2024-05-16,Green Tea,3,25.79,Funan Mall Outlet,0,77.37
TXN_00001485,CUST_00438,2024-05-30,Premium Pu-erh,1,82.56,Funan Mall Outlet,0,82.56
TXN_00001486,CUST_00213,2024-02-28,Oolong Tea,3,89.96,Online Store,0,269.88
TXN_00001487,CUST_00084,2024-07-18,Green Tea,3,86.62,Online Store,0,259.86
TXN_00001488,CUST_00793,2025-02-27,Black Tea,2,49.0,Funan Mall Outlet,0,98.0
TXN_00001489,CUST_00743,2025-07-19,Oolong Tea,3,78.28,Funan Mall Outlet,0,234.84
TXN_00001490,CUST_00084,2025-03-25,Black Tea,3,18.78,Funan Mall Outlet,0,56.34
TXN_00001491,CUST_00920,2025-03-28,Floral Blend,1,13.62,Funan Mall Outlet,0,13.62
TXN_00001492,CUST_00488,2024-09-16,Oolong Tea,4,77.79,Online Store,0,311.16
TXN_00001493,CUST_00064,2024-10-25,Premium Pu-erh,1,48.28,Funan Mall Outlet,0,48.28
TXN_00001494,CUST_00645,2024-10-05,Floral Blend,2,99.6,Funan Mall Outlet,0,199.2
TXN_00001495,CUST_00662,2024-07-22,Floral Blend,3,18.75,Funan Mall Outlet,0,56.25
TXN_00001496,CUST_00626,2025-07-03,Black Tea,3,87.01,Online Store,1,261.03000000000003
TXN_00001497,CUST_00063,2024-10-03,Floral Blend,3,53.2,Online Store,0,159.60000000000002
TXN_00001498,CUST_00342,2025-09-20,Green Tea,3,84.44,Online Store,1,253.32
TXN_00001499,CUST_00938,2023-12-28,Oolong Tea,3,83.54,Online Store,0,250.62
TXN_00001500,CUST_00874,2025-07-10,Green Tea,3,92.44,Online Store,0,277.32
TXN_00001501,CUST_00918,2024-06-28,Black Tea,2,36.81,Funan Mall Outlet,0,73.62
TXN_00001502,CUST_00351,2024-02-21,Black Tea,3,95.48,Online Store,0,286.44
TXN_00001503,CUST_00157,2025-05-12,Oolong Tea,3,23.65,Online Store,1,70.94999999999999
TXN_00001504,CUST_00588,2024-01-11,Floral Blend,3,17.38,Online Store,0,52.14
TXN_00001505,CUST_00490,2025-03-07,Premium Pu-erh,2,48.85,Online Store,0,97.7
TXN_00001506,CUST_00657,2025-12-01,Black Tea,3,84.55,Funan Mall Outlet,0,253.64999999999998
TXN_00001507,CUST_00854,2024-08-15,Oolong Tea,2,52.61,Online Store,0,105.22
TXN_00001508,CUST_00462,2024-05-23,Premium Pu-erh,1,84.64,Online Store,0,84.64
TXN_00001509,CUST_00224,2025-08-21,Floral Blend,3,75.67,Funan Mall Outlet,1,227.01
TXN_00001510,CUST_00916,2025-08-25,Black Tea,4,28.85,Funan Mall Outlet,0,115.4
TXN_00001511,CUST_00312,2025-07-16,Oolong Tea,2,95.4,Online Store,1,190.8
TXN_00001512,CUST_00614,2025-05-09,Oolong Tea,1,15.47,Funan Mall Outlet,0,15.47
TXN_00001513,CUST_00918,2025-06-08,Oolong Tea,2,90.85,Funan Mall Outlet,0,181.7
TXN_00001514,CUST_00858,2025-08-15,Black Tea,2,37.4,Funan Mall Outlet,0,74.8
TXN_00001515,CUST_00812,2024-11-16,Premium Pu-erh,1,55.01,Online Store,0,55.01
TXN_00001516,CUST_00939,2025-03-25,Oolong Tea,3,48.01,Funan Mall Outlet,0,144.03
TXN_00001517,CUST_00465,2024-11-23,Floral Blend,3,25.47,Online Store,0,76.41
TXN_00001518,CUST_00087,2025-01-19,Oolong Tea,2,42.23,Online Store,0,84.46
TXN_00001519,CUST_00882,2024-08-04,Premium Pu-erh,1,27.36,Online Store,0,27.36
TXN_00001520,CUST_00302,2025-03-09,Black Tea,3,28.35,Online Store,0,85.05000000000001
TXN_00001521,CUST_00679,2025-10-20,Oolong Tea,2,26.84,Funan Mall Outlet,0,53.68
TXN_00001522,CUST_00434,2025-08-25,Oolong Tea,4,54.01,Online Store,0,216.04
TXN_00001523,CUST_00681,2025-01-10,Floral Blend,1,81.81,Online Store,0,81.81
TXN_00001524,CUST_00134,2024-12-25,Floral Blend,4,61.21,Online Store,0,244.84
TXN_00001525,CUST_00049,2025-02-25,Oolong Tea,4,90.39,Online Store,0,361.56
TXN_00001526,CUST_00431,2025-03-15,Oolong Tea,2,67.29,Funan Mall Outlet,0,134.58
TXN_00001527,CUST_00339,2024-09-12,Floral Blend,1,72.04,Online Store,0,72.04
TXN_00001528,CUST_00346,2025-08-30,Premium Pu-erh,3,70.08,Funan Mall Outlet,0,210.24
TXN_00001529,CUST_00645,2025-05-17,Green Tea,3,50.45,Funan Mall Outlet,0,151.35000000000002
TXN_00001530,CUST_00346,2025-11-14,Green Tea,2,72.04,Funan Mall Outlet,0,144.08
TXN_00001531,CUST_00648,2024-03-11,Oolong Tea,3,16.27,Funan Mall Outlet,0,48.81
TXN_00001532,CUST_00244,2024-02-20,Floral Blend,3,87.39,Online Store,0,262.17
TXN_00001533,CUST_00108,2024-03-19,Black Tea,4,80.0,Funan Mall Outlet,0,320.0
TXN_00001534,CUST_00824,2024-11-01,Black Tea,4,32.07,Funan Mall Outlet,0,128.28
TXN_00001535,CUST_00798,2024-09-26,Green Tea,1,79.12,Funan Mall Outlet,0,79.12
TXN_00001536,CUST_00532,2024-07-20,Premium Pu-erh,4,11.14,Funan Mall Outlet,0,44.56
TXN_00001537,CUST_00089,2024-04-19,Green Tea,3,29.55,Funan Mall Outlet,0,88.65
TXN_00001538,CUST_00295,2025-06-09,Oolong Tea,1,15.86,Funan Mall Outlet,0,15.86
TXN_00001539,CUST_00111,2024-12-23,Premium Pu-erh,1,80.22,Funan Mall Outlet,0,80.22
TXN_00001540,CUST_00812,2024-08-05,Black Tea,2,78.03,Online Store,0,156.06
TXN_00001541,CUST_00588,2024-09-07,Floral Blend,4,83.23,Online Store,0,332.92
TXN_00001542,CUST_00176,2025-10-15,Floral Blend,1,10.4,Online Store,0,10.4
TXN_00001543,CUST_00342,2024-02-22,Oolong Tea,3,55.11,Online Store,0,165.32999999999998
TXN_00001544,CUST_00659,2025-07-18,Green Tea,1,73.44,Funan Mall Outlet,0,73.44
TXN_00001545,CUST_00100,2025-11-10,Oolong Tea,1,23.99,Funan Mall Outlet,1,23.99
TXN_00001546,CUST_00757,2024-10-07,Floral Blend,2,68.48,Funan Mall Outlet,0,136.96
TXN_00001547,CUST_00628,2025-09-23,Black Tea,3,17.57,Funan Mall Outlet,0,52.71
TXN_00001548,CUST_00603,2024-04-26,Floral Blend,3,26.32,Online Store,0,78.96000000000001
TXN_00001549,CUST_00400,2025-08-31,Premium Pu-erh,4,52.82,Funan Mall Outlet,0,211.28
TXN_00001550,CUST_00027,2024-06-26,Floral Blend,3,68.82,Online Store,0,206.45999999999998
TXN_00001551,CUST_00936,2025-08-23,Floral Blend,1,23.13,Online Store,0,23.13
TXN_00001552,CUST_00961,2025-02-16,Premium Pu-erh,3,26.67,Online Store,0,80.01
TXN_00001553,CUST_00536,2024-01-24,Green Tea,3,28.4,Funan Mall Outlet,0,85.19999999999999
TXN_00001554,CUST_00057,2024-12-30,Floral Blend,1,31.48,Online Store,0,31.48
TXN_00001555,CUST_00497,2024-05-28,Oolong Tea,2,30.39,Funan Mall Outlet,0,60.78
TXN_00001556,CUST_00296,2025-01-20,Floral Blend,4,45.56,Online Store,0,182.24
TXN_00001557,CUST_00133,2024-09-06,Oolong Tea,4,68.84,Online Store,0,275.36
TXN_00001558,CUST_00330,2025-08-08,Premium Pu-erh,2,49.42,Online Store,0,98.84
TXN_00001559,CUST_00248,2025-06-29,Floral Blend,1,79.84,Online Store,0,79.84
TXN_00001560,CUST_00549,2024-10-14,Premium Pu-erh,4,74.73,Funan Mall Outlet,0,298.92
TXN_00001561,CUST_00901,2025-04-12,Premium Pu-erh,2,21.39,Online Store,0,42.78
TXN_00001562,CUST_00940,2024-11-06,Green Tea,2,14.4,Funan Mall Outlet,0,28.8
TXN_00001563,CUST_00074,2025-08-04,Floral Blend,2,89.01,Funan Mall Outlet,0,178.02
TXN_00001564,CUST_00653,2024-02-04,Oolong Tea,4,17.18,Funan Mall Outlet,0,68.72
TXN_00001565,CUST_00833,2025-02-22,Oolong Tea,4,23.35,Online Store,0,93.4
TXN_00001566,CUST_00167,2023-12-13,Floral Blend,4,11.99,Funan Mall Outlet,0,47.96
TXN_00001567,CUST_00770,2025-10-09,Green Tea,4,66.55,Online Store,0,266.2
TXN_00001568,CUST_00502,2024-06-30,Green Tea,3,62.41,Online Store,0,187.23
TXN_00001569,CUST_00884,2024-07-21,Green Tea,2,98.82,Online Store,0,197.64
TXN_00001570,CUST_00354,2024-11-12,Oolong Tea,3,89.82,Funan Mall Outlet,0,269.46
TXN_00001571,CUST_00224,2025-04-18,Premium Pu-erh,2,46.98,Online Store,0,93.96
TXN_00001572,CUST_00663,2025-04-04,Green Tea,4,43.44,Online Store,0,173.76
TXN_00001573,CUST_00530,2024-10-30,Oolong Tea,4,36.72,Online Store,0,146.88
TXN_00001574,CUST_00145,2025-12-09,Oolong Tea,3,23.72,Online Store,0,71.16
TXN_00001575,CUST_00959,2024-06-15,Premium Pu-erh,1,22.43,Online Store,0,22.43
TXN_00001576,CUST_00240,2024-06-22,Floral Blend,4,21.91,Funan Mall Outlet,0,87.64
TXN_00001577,CUST_00883,2025-07-11,Floral Blend,1,20.27,Online Store,0,20.27
TXN_00001578,CUST_00892,2024-04-18,Green Tea,2,31.65,Funan Mall Outlet,0,63.3
TXN_00001579,CUST_00343,2025-03-31,Green Tea,3,37.6,Funan Mall Outlet,0,112.80000000000001
TXN_00001580,CUST_00748,2024-01-17,Premium Pu-erh,1,96.54,Funan Mall Outlet,0,96.54
TXN_00001581,CUST_00034,2025-06-11,Green Tea,1,62.06,Online Store,0,62.06
TXN_00001582,CUST_00701,2024-04-11,Premium Pu-erh,4,98.88,Funan Mall Outlet,0,395.52
TXN_00001583,CUST_00000,2024-02-14,Oolong Tea,1,43.52,Online Store,0,43.52
TXN_00001584,CUST_00995,2025-10-14,Green Tea,1,51.19,Online Store,0,51.19
TXN_00001585,CUST_00152,2024-04-21,Oolong Tea,2,39.21,Funan Mall Outlet,0,78.42
TXN_00001586,CUST_00428,2024-06-07,Black Tea,3,26.46,Funan Mall Outlet,0,79.38
TXN_00001587,CUST_00944,2024-07-31,Premium Pu-erh,4,22.88,Funan Mall Outlet,0,91.52
TXN_00001588,CUST_00507,2024-08-09,Black Tea,4,95.06,Funan Mall Outlet,0,380.24
TXN_00001589,CUST_00125,2024-07-11,Green Tea,1,98.81,Online Store,0,98.81
TXN_00001590,CUST_00490,2025-11-03,Oolong Tea,2,14.04,Funan Mall Outlet,0,28.08
TXN_00001591,CUST_00481,2024-07-31,Green Tea,1,23.53,Online Store,1,23.53
TXN_00001592,CUST_00344,2024-06-07,Black Tea,1,48.12,Online Store,0,48.12
TXN_00001593,CUST_00911,2024-11-20,Green Tea,4,26.77,Funan Mall Outlet,0,107.08
TXN_00001594,CUST_00737,2025-02-02,Floral Blend,1,42.75,Funan Mall Outlet,0,42.75
TXN_00001595,CUST_00220,2024-10-04,Black Tea,1,21.62,Online Store,0,21.62
TXN_00001596,CUST_00914,2024-03-29,Green Tea,2,51.09,Online Store,0,102.18
TXN_00001597,CUST_00918,2024-09-23,Oolong Tea,4,34.45,Online Store,0,137.8
TXN_00001598,CUST_00722,2025-10-17,Green Tea,3,41.67,Online Store,0,125.01
TXN_00001599,CUST_00024,2025-11-08,Oolong Tea,2,18.49,Funan Mall Outlet,0,36.98
TXN_00001600,CUST_00527,2024-08-25,Floral Blend,2,48.53,Funan Mall Outlet,1,97.06
TXN_00001601,CUST_00181,2025-07-27,Green Tea,2,98.49,Funan Mall Outlet,0,196.98
TXN_00001602,CUST_00498,2025-11-20,Floral Blend,4,39.59,Funan Mall Outlet,0,158.36
TXN_00001603,CUST_00840,2024-09-01,Black Tea,1,88.88,Online Store,0,88.88
TXN_00001604,CUST_00640,2025-11-09,Oolong Tea,3,85.89,Online Store,0,257.67
TXN_00001605,CUST_00041,2025-05-31,Black Tea,4,95.69,Online Store,0,382.76
TXN_00001606,CUST_00914,2024-03-15,Oolong Tea,1,81.11,Funan Mall Outlet,0,81.11
TXN_00001607,CUST_00480,2024-05-24,Floral Blend,2,69.36,Funan Mall Outlet,0,138.72
TXN_00001608,CUST_00929,2024-12-15,Premium Pu-erh,4,87.09,Funan Mall Outlet,0,348.36
TXN_00001609,CUST_00847,2024-04-30,Green Tea,1,16.81,Online Store,0,16.81
TXN_00001610,CUST_00747,2023-12-14,Floral Blend,3,51.65,Online Store,0,154.95
TXN_00001611,CUST_00871,2024-02-26,Oolong Tea,3,99.03,Funan Mall Outlet,0,297.09000000000003
TXN_00001612,CUST_00438,2024-09-13,Oolong Tea,1,79.26,Online Store,0,79.26
TXN_00001613,CUST_00401,2024-09-08,Oolong Tea,4,96.59,Funan Mall Outlet,0,386.36
TXN_00001614,CUST_00545,2024-06-26,Oolong Tea,2,80.17,Online Store,0,160.34
TXN_00001615,CUST_00344,2025-06-26,Green Tea,1,88.74,Online Store,0,88.74
TXN_00001616,CUST_00892,2024-07-22,Black Tea,2,73.59,Funan Mall Outlet,0,147.18
TXN_00001617,CUST_00044,2024-01-13,Premium Pu-erh,3,78.45,Online Store,0,235.35000000000002
TXN_00001618,CUST_00645,2025-02-16,Green Tea,1,57.09,Funan Mall Outlet,0,57.09
TXN_00001619,CUST_00020,2024-12-05,Oolong Tea,3,93.18,Funan Mall Outlet,1,279.54
TXN_00001620,CUST_00633,2024-09-28,Green Tea,2,84.25,Online Store,0,168.5
TXN_00001621,CUST_00069,2024-10-15,Floral Blend,2,85.95,Funan Mall Outlet,0,171.9
TXN_00001622,CUST_00863,2024-04-28,Oolong Tea,1,70.57,Online Store,0,70.57
TXN_00001623,CUST_00872,2025-09-08,Premium Pu-erh,1,37.41,Online Store,0,37.41
TXN_00001624,CUST_00047,2025-03-06,Oolong Tea,1,13.21,Funan Mall Outlet,0,13.21
TXN_00001625,CUST_00490,2024-03-30,Premium Pu-erh,3,94.21,Online Store,0,282.63
TXN_00001626,CUST_00550,2024-11-28,Premium Pu-erh,2,62.75,Online Store,0,125.5
TXN_00001627,CUST_00286,2025-03-15,Black Tea,2,36.83,Funan Mall Outlet,0,73.66
TXN_00001628,CUST_00009,2025-06-29,Black Tea,3,23.42,Online Store,0,70.26
TXN_00001629,CUST_00541,2024-08-14,Green Tea,1,84.66,Funan Mall Outlet,0,84.66
TXN_00001630,CUST_00755,2024-10-09,Green Tea,4,85.29,Funan Mall Outlet,0,341.16
TXN_00001631,CUST_00273,2025-09-29,Premium Pu-erh,1,83.31,Online Store,0,83.31
TXN_00001632,CUST_00955,2023-12-21,Oolong Tea,4,68.06,Online Store,1,272.24
TXN_00001633,CUST_00599,2025-10-05,Floral Blend,4,42.94,Online Store,1,171.76
TXN_00001634,CUST_00755,2025-10-31,Floral Blend,3,37.37,Online Store,1,112.10999999999999
TXN_00001635,CUST_00380,2025-11-13,Oolong Tea,2,10.77,Funan Mall Outlet,0,21.54
TXN_00001636,CUST_00328,2024-02-02,Oolong Tea,2,85.02,Funan Mall Outlet,0,170.04
TXN_00001637,CUST_00478,2024-03-11,Black Tea,2,17.87,Online Store,0,35.74
TXN_00001638,CUST_00014,2025-03-18,Floral Blend,2,66.77,Funan Mall Outlet,0,133.54
TXN_00001639,CUST_00515,2025-08-12,Premium Pu-erh,3,55.37,Funan Mall Outlet,0,166.10999999999999
TXN_00001640,CUST_00190,2025-03-22,Green Tea,4,57.4,Online Store,0,229.6
TXN_00001641,CUST_00167,2025-08-17,Black Tea,2,93.4,Funan Mall Outlet,0,186.8
TXN_00001642,CUST_00520,2025-09-05,Floral Blend,4,12.85,Funan Mall Outlet,0,51.4
TXN_00001643,CUST_00620,2024-05-30,Oolong Tea,3,79.61,Online Store,0,238.82999999999998
TXN_00001644,CUST_00136,2025-02-04,Floral Blend,1,14.68,Online Store,1,14.68
TXN_00001645,CUST_00153,2024-07-26,Premium Pu-erh,3,13.43,Funan Mall Outlet,0,40.29
TXN_00001646,CUST_00387,2025-10-03,Black Tea,2,48.68,Online Store,0,97.36
TXN_00001647,CUST_00208,2025-05-09,Oolong Tea,1,15.68,Online Store,0,15.68
TXN_00001648,CUST_00271,2025-06-23,Premium Pu-erh,3,81.02,Funan Mall Outlet,0,243.06
TXN_00001649,CUST_00142,2024-06-10,Green Tea,3,57.66,Funan Mall Outlet,0,172.98
TXN_00001650,CUST_00610,2025-10-03,Black Tea,4,12.61,Online Store,1,50.44
TXN_00001651,CUST_00888,2025-11-01,Premium Pu-erh,3,13.65,Online Store,1,40.95
TXN_00001652,CUST_00819,2024-01-23,Premium Pu-erh,1,65.14,Online Store,1,65.14
TXN_00001653,CUST_00068,2024-03-27,Oolong Tea,3,82.55,Online Store,0,247.64999999999998
TXN_00001654,CUST_00246,2024-01-22,Green Tea,2,49.4,Online Store,0,98.8
TXN_00001655,CUST_00260,2025-03-27,Premium Pu-erh,4,59.91,Online Store,0,239.64
TXN_00001656,CUST_00787,2024-08-10,Black Tea,1,81.98,Online Store,0,81.98
TXN_00001657,CUST_00078,2024-05-31,Premium Pu-erh,1,64.95,Online Store,0,64.95
TXN_00001658,CUST_00657,2024-04-02,Floral Blend,3,30.23,Online Store,0,90.69
TXN_00001659,CUST_00622,2024-10-26,Black Tea,2,65.17,Online Store,0,130.34
TXN_00001660,CUST_00769,2024-09-20,Black Tea,4,66.55,Online Store,0,266.2
TXN_00001661,CUST_00604,2024-12-15,Premium Pu-erh,1,76.07,Online Store,0,76.07
TXN_00001662,CUST_00524,2024-09-09,Oolong Tea,4,65.88,Funan Mall Outlet,0,263.52
TXN_00001663,CUST_00771,2024-05-09,Black Tea,3,97.23,Online Store,1,291.69
TXN_00001664,CUST_00937,2025-02-26,Floral Blend,2,27.76,Funan Mall Outlet,0,55.52
TXN_00001665,CUST_00620,2024-12-02,Oolong Tea,3,95.6,Funan Mall Outlet,1,286.79999999999995
TXN_00001666,CUST_00329,2025-02-15,Oolong Tea,4,58.45,Online Store,0,233.8
TXN_00001667,CUST_00188,2025-10-28,Oolong Tea,3,70.48,Funan Mall Outlet,0,211.44
TXN_00001668,CUST_00094,2025-08-03,Black Tea,4,18.95,Online Store,0,75.8
TXN_00001669,CUST_00616,2025-01-14,Oolong Tea,1,44.25,Online Store,0,44.25
TXN_00001670,CUST_00007,2024-09-22,Premium Pu-erh,1,79.24,Online Store,0,79.24
TXN_00001671,CUST_00066,2024-07-21,Oolong Tea,3,73.62,Online Store,0,220.86
TXN_00001672,CUST_00495,2024-03-28,Floral Blend,1,13.61,Online Store,0,13.61
TXN_00001673,CUST_00190,2024-07-07,Green Tea,4,59.19,Online Store,0,236.76
TXN_00001674,CUST_00365,2025-11-05,Floral Blend,1,17.95,Funan Mall Outlet,0,17.95
TXN_00001675,CUST_00767,2024-01-18,Black Tea,2,99.63,Funan Mall Outlet,0,199.26
TXN_00001676,CUST_00520,2024-04-05,Oolong Tea,2,90.76,Online Store,0,181.52
TXN_00001677,CUST_00989,2025-01-23,Oolong Tea,3,11.9,Online Store,0,35.7
TXN_00001678,CUST_00116,2025-10-18,Premium Pu-erh,3,87.28,Online Store,0,261.84000000000003
TXN_00001679,CUST_00266,2024-02-25,Oolong Tea,3,92.75,Online Store,0,278.25
TXN_00001680,CUST_00610,2025-08-15,Floral Blend,3,41.82,Funan Mall Outlet,0,125.46000000000001
TXN_00001681,CUST_00484,2025-07-03,Black Tea,4,74.76,Online Store,0,299.04
TXN_00001682,CUST_00508,2025-09-13,Green Tea,4,49.79,Online Store,0,199.16
TXN_00001683,CUST_00297,2025-08-12,Oolong Tea,2,68.97,Funan Mall Outlet,0,137.94
TXN_00001684,CUST_00908,2024-09-18,Green Tea,4,40.63,Funan Mall Outlet,0,162.52
TXN_00001685,CUST_00163,2024-03-13,Oolong Tea,1,39.03,Online Store,0,39.03
TXN_00001686,CUST_00375,2023-12-24,Black Tea,2,48.2,Online Store,0,96.4
TXN_00001687,CUST_00652,2025-10-10,Floral Blend,3,23.1,Online Store,0,69.30000000000001
TXN_00001688,CUST_00267,2024-02-16,Black Tea,3,84.8,Online Store,0,254.39999999999998
TXN_00001689,CUST_00548,2024-08-25,Green Tea,4,41.38,Online Store,0,165.52
TXN_00001690,CUST_00073,2024-11-14,Oolong Tea,2,46.01,Online Store,0,92.02
TXN_00001691,CUST_00507,2025-07-06,Green Tea,4,90.46,Funan Mall Outlet,0,361.84
TXN_00001692,CUST_00072,2025-05-12,Floral Blend,4,54.7,Online Store,0,218.8
TXN_00001693,CUST_00307,2024-04-14,Black Tea,4,58.98,Online Store,0,235.92
TXN_00001694,CUST_00198,2023-12-31,Green Tea,2,96.08,Online Store,0,192.16
TXN_00001695,CUST_00129,2023-12-17,Green Tea,3,89.81,Online Store,0,269.43
TXN_00001696,CUST_00757,2023-12-25,Floral Blend,1,25.25,Funan Mall Outlet,0,25.25
TXN_00001697,CUST_00823,2024-08-27,Oolong Tea,3,52.59,Online Store,0,157.77
TXN_00001698,CUST_00571,2024-03-15,Green Tea,2,97.42,Online Store,0,194.84
TXN_00001699,CUST_00790,2025-04-22,Floral Blend,3,43.51,Online Store,0,130.53
TXN_00001700,CUST_00614,2023-12-20,Oolong Tea,3,43.44,Online Store,0,130.32
TXN_00001701,CUST_00807,2024-02-19,Oolong Tea,1,27.55,Online Store,0,27.55
TXN_00001702,CUST_00831,2024-07-07,Black Tea,3,20.29,Online Store,0,60.87
TXN_00001703,CUST_00486,2025-04-16,Floral Blend,3,76.63,Online Store,0,229.89
TXN_00001704,CUST_00852,2025-04-20,Oolong Tea,3,79.3,Online Store,0,237.89999999999998
TXN_00001705,CUST_00150,2025-04-11,Black Tea,4,97.21,Online Store,0,388.84
TXN_00001706,CUST_00668,2025-04-29,Premium Pu-erh,2,79.61,Funan Mall Outlet,0,159.22
TXN_00001707,CUST_00205,2025-04-30,Floral Blend,2,31.9,Funan Mall Outlet,0,63.8
TXN_00001708,CUST_00985,2025-02-22,Premium Pu-erh,1,13.61,Funan Mall Outlet,0,13.61
TXN_00001709,CUST_00178,2024-01-09,Oolong Tea,4,98.69,Funan Mall Outlet,0,394.76
TXN_00001710,CUST_00196,2024-03-28,Floral Blend,4,40.64,Online Store,0,162.56
TXN_00001711,CUST_00734,2024-08-20,Black Tea,3,38.08,Funan Mall Outlet,0,114.24
TXN_00001712,CUST_00088,2024-11-30,Oolong Tea,2,91.54,Online Store,0,183.08
TXN_00001713,CUST_00798,2024-09-01,Floral Blend,1,62.66,Online Store,0,62.66
TXN_00001714,CUST_00433,2025-04-22,Floral Blend,4,29.34,Online Store,0,117.36
TXN_00001715,CUST_00787,2025-05-21,Premium Pu-erh,3,90.02,Online Store,0,270.06
TXN_00001716,CUST_00747,2025-02-25,Oolong Tea,1,99.4,Funan Mall Outlet,0,99.4
TXN_00001717,CUST_00182,2025-11-04,Black Tea,4,17.8,Online Store,0,71.2
TXN_00001718,CUST_00208,2024-08-20,Black Tea,1,87.6,Online Store,0,87.6
TXN_00001719,CUST_00492,2024-08-06,Oolong Tea,4,45.15,Online Store,1,180.6
TXN_00001720,CUST_00129,2024-01-12,Oolong Tea,1,57.17,Online Store,0,57.17
TXN_00001721,CUST_00664,2024-12-07,Green Tea,4,92.33,Online Store,0,369.32
TXN_00001722,CUST_00012,2024-11-21,Premium Pu-erh,4,97.6,Online Store,0,390.4
TXN_00001723,CUST_00633,2025-09-28,Oolong Tea,1,33.59,Online Store,0,33.59
TXN_00001724,CUST_00870,2025-07-30,Oolong Tea,4,29.16,Funan Mall Outlet,0,116.64
TXN_00001725,CUST_00731,2024-08-28,Green Tea,4,17.25,Online Store,1,69.0
TXN_00001726,CUST_00105,2025-10-20,Green Tea,4,60.56,Online Store,0,242.24
TXN_00001727,CUST_00374,2024-11-03,Floral Blend,1,11.22,Funan Mall Outlet,0,11.22
TXN_00001728,CUST_00581,2024-01-01,Black Tea,1,47.07,Funan Mall Outlet,0,47.07
TXN_00001729,CUST_00706,2025-01-29,Premium Pu-erh,4,16.6,Online Store,0,66.4
TXN_00001730,CUST_00697,2023-12-13,Floral Blend,4,46.47,Online Store,1,185.88
TXN_00001731,CUST_00098,2024-12-20,Oolong Tea,1,13.59,Funan Mall Outlet,0,13.59
TXN_00001732,CUST_00593,2025-09-27,Green Tea,3,85.17,Online Store,0,255.51
